49.4799664, 8.4507683
49.4796099, 8.4508705
49.479499, 8.4509497
49.4794055, 8.4510933
49.4793483, 8.4512201
49.479312, 8.4513844
49.4792984, 8.4515594
49.4793301, 8.4517345
49.4800411, 8.4538749
49.4804314, 8.4549183
49.4808514, 8.4558222
49.4821366, 8.4584132
49.4823553, 8.4586224
49.4825003, 8.4587133
49.4826489, 8.4587451
49.4829355, 8.4587766
49.4831041, 8.4588071
49.4832344, 8.4588913
49.4833507, 8.4590211
49.4834252, 8.4591937
49.4834681, 8.4593149
49.4834971, 8.4594576
49.4834999, 8.4596217
49.4834853, 8.4597644
49.4834516, 8.4599151
49.4834039, 8.4600658
49.4832771, 8.4602974
49.4829856, 8.4608067
49.4828364, 8.4610667
49.4827151, 8.4613375
49.4825851, 8.4616431
49.4824794, 8.4619701
49.4823117, 8.4626511
49.4821344, 8.4635885
49.4820423, 8.4640599
49.4820288, 8.4641845
49.4820258, 8.464309
49.4820298, 8.4644229
49.4820616, 8.4645152
49.482101, 8.4646423
49.4821612, 8.4647318
49.48232, 8.4648626
49.4825783, 8.4651455
49.4827308, 8.4653722
49.4828902, 8.4655398
49.4830654, 8.4656887
49.4831512, 8.4657363
49.4832509, 8.4657249
49.4833342, 8.4656759
49.4834104, 8.4655948
49.4838765, 8.4644187
49.4842773, 8.4634053
49.4843492, 8.4632881
49.4844385, 8.4632405
49.4845296, 8.4632413
49.4846206, 8.463301
49.4848908, 8.46354
49.4874156, 8.46592
49.4885655, 8.4669755
49.4897068, 8.468039
49.4917634, 8.4699192
49.4928104, 8.4708928
49.4928718, 8.4710973
49.4928774, 8.4713072
49.4928207, 8.4717457
49.4925093, 8.4725953
49.4921456, 8.4733751
49.4917088, 8.4740691
49.4912266, 8.4746988
49.4908389, 8.4750609
49.4904373, 8.4753479
49.4901087, 8.4755417
49.4897661, 8.475714
49.4894409, 8.4758488
49.4890739, 8.4759514
49.4886861, 8.4760325
49.4883121, 8.4760493
49.4878929, 8.4761197
49.4878069, 8.4761419
49.4877314, 8.4762177
49.4876733, 8.476299
49.4876327, 8.476407
49.4876054, 8.4767653
49.48762, 8.4770859
49.4876653, 8.4782782
49.4876827, 8.4786366
49.4877559, 8.4789414
49.4878569, 8.4791576
49.4879893, 8.4793578
49.4884789, 8.4798587
49.4889825, 8.4802362
49.4896237, 8.480654
49.4899965, 8.4809215
49.4925974, 8.48276
49.4927191, 8.4828507
49.4928302, 8.4829469
49.4929414, 8.4830644
49.4930421, 8.4831874
49.4932365, 8.4834816
49.4934101, 8.4838026
49.4937345, 8.4843829
49.4939576, 8.4847726
49.4940134, 8.4849263
49.4941232, 8.4853321
49.4941981, 8.4857379
49.4943167, 8.4863918
49.4944317, 8.4869223
49.4945659, 8.4874006
49.4946208, 8.4876477
49.4946583, 8.487868
49.4946659, 8.4881726
49.4946421, 8.4884504
49.4945801, 8.488696
49.4944866, 8.488947
49.4941604, 8.4893791
49.4938586, 8.4897416
49.4934914, 8.4901912
49.4933061, 8.4903516
49.4930615, 8.490453
49.4919626, 8.4905969
49.4916722, 8.4906543
49.4913958, 8.4907653
49.4911297, 8.4909381
49.4908846, 8.4911484
49.4907209, 8.491315
49.4905675, 8.4914817
49.490416, 8.4916724
49.4902853, 8.49189
49.4901668, 8.4920955
49.4900553, 8.4923225
49.489963, 8.4925736
49.489888, 8.4928248
49.4898192, 8.4931952
49.4897783, 8.4935657
49.4896267, 8.4970747
49.4895239, 8.4991943
49.4894211, 8.5016036
49.4889282, 8.5122954
49.4886651, 8.5170295
49.4886626, 8.5172878
49.4887054, 8.5175194
49.488776, 8.5176811
49.4888781, 8.5178161
49.4890978, 8.5179492
49.4894117, 8.5181091
49.4895621, 8.5182045
49.4897159, 8.5183213
49.4899923, 8.5185926
49.4901244, 8.5187389
49.4902391, 8.5189067
49.4904649, 8.5192531
49.4906636, 8.5195632
49.4908692, 8.5198627
49.4910783, 8.5201192
49.4913014, 8.5203328
49.4914522, 8.5204593
49.4916029, 8.520575
49.4917537, 8.5206773
49.4919044, 8.5207689
49.492094, 8.5208698
49.4922835, 8.5209493
49.4924765, 8.5210261
49.492666, 8.5210654
49.4928791, 8.5211087
49.4930851, 8.5211037
49.4932903, 8.5210746
49.4935408, 8.5210133
49.4939779, 8.5208222
49.4943428, 8.5205952
49.4944259, 8.5205461
49.4945195, 8.5205345
49.4945817, 8.5205417
49.494644, 8.5205596
49.4947336, 8.5206277
49.4947819, 8.5206819
49.4948267, 8.5207467
49.494854, 8.5208143
49.4948779, 8.5208872
49.4948986, 8.5209464
49.4949122, 8.5210163
49.4949326, 8.5212366
49.4950639, 8.5228895
49.4952031, 8.5239349
49.4953527, 8.5249803
